FoodGroup;ProductGroep;Name;Naam;Code
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Toffee w chocolate;Toffee m chocolade;2380
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Toffees;Toffee;461
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Turkish Delight;Turks fruit;1364
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Wine gum w liquorice;Winegum m drop;2533
Sugar, sweets and sweet sauces;Suiker, snoep, zoet beleg en zoete sauzen;Wine gums;Winegums;752
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Beef fat;Vet rund- uitgesmolten;315
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Butter cream;Creme au beurre;1472
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Butter product 25% fat;Boterproduct 25% vet;2295
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Butter product half fat;Boterproduct halfvolle;1530
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Butter salted;Boter gezouten;879
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Butter unsalted;Boter ongezouten;310
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Cooking fat liq 97%fat <17g sat unsalted;Bak- en braadvet vlb 97% vet <17g verz vetz ongezouten;2562
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Cooking fat liquid 97% fat <17 g sat;Bak- en braadvet vloeib 97% vet <17g verz vetz;2066
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Cooking fat sol 97% fat>17g sat unsalted;Bak- en braadvet vast 97% vet > 17g verz vetz ongezouten;2563
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Cooking fat solid 80% fat >17 g sat;Bak- en braadvet vast 70-80% vet >17 g vvz;2073
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Cooking fat solid 97% fat >17 g sat;Bak- en braadvet vast 97% vet >17 g verz vetz;2067
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Fat for gravy unprepared Smeltjus;Smeltjus onbereid pakje;880
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Frying fat horeca;Frituurvet horeca;2525
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Frying fat liquid <24 g sat fatty acids;Frituurvet vloeibaar <24 g verz vetz;2068
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Frying fat solid >24 g sat <10 g trans;Frituurvet vast >24 g verz vetz <10 g transvetz;2069
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 25% fat clear prep w gravy powder;Jus 25% vet ongebonden bereid z juspoeder;2588
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 25% fat clear prep w gravypowder;Jus 25% vet ongebonden bereid m juspoeder;2449
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 25% fat thick prep wo gravypowder;Jus 25% vet gebonden bereid z juspoeder;2452
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 25% fat thickend prep w gravypowde;Jus 25% vet gebonden bereid m juspoeder;2451
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 5% fat clear prep w gravy powder;Jus 5% vet ongebonden bereid m juspoeder;3038
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 5% fat clear prep wo gravypowder;Jus 5% vet ongebonden bereid z juspoeder;2462
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 5% fat thick prep wo gravypowder;Jus 5% vet gebonden bereid z juspoeder;2456
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 5% fat thickend w gravy powder;Jus 5% vet gebonden bereid m juspoeder;2580
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 50% fat clear prep wo gravypowder;Jus 50% vet ongebonden bereid z juspoeder;2459
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 50% fat prepared w gravypowder;Jus 50% vet ongebonden bereid m juspoeder;2450
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 50% fat thick prep wo gravypowder;Jus 50% vet gebonden bereid z juspoeder;2453
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 50%fat thickend prep w gravypowder;Jus 50% vet gebonden bereid m juspoeder;2461
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 75% fat clear prep w gravy powder;Jus 75% vet ongebonden bereid m juspoeder;3037
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 75% fat clear prep wo gravypowder;Jus 75% vet ongebonden bereid z juspoeder;2460
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 75% fat thick prep wo gravypowder;Jus 75% vet gebonden z juspoeder;2454
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy 75%fat thick prep w gravy powder;Jus 75% vet gebonden bereid m juspoeder;3036
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy average clear prep wo gravypowd;Jus gem ongebonden bereid z juspoeder;1492
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Gravy no fat prep w gravy powder;Jus zonder vet bereid m juspoeder;2650
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Ketchup curr;Ketchup curry-;584
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Ketchup hot;Ketchup hot;583
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Ketchup tomato;Ketchup tomaten-;462
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Lard;Vet varkens- uitgesmolten;314
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat marg 40% fat <17g sat unsalted;Halvarine 40% vet <17g verz vetz ongezouten;2566
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat marg prod 20-25% fat <10 g sat;Halvarineproduct 20-25% vet <10 g verz vetz;2061
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat marg prod Blue Band Goede Start;Halvarineproduct Blue Band Goede Start;1961
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat margarine 40% fat <17 g sat;Halvarine 40% vet <17 g verz vetz;2059
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat margarine prod 35% fat <10 g sat;Halvarineproduct 35% vet <10g verz vetz ongezouten;2060
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat margarine prod AH Bewust light;Halvarineproduct Albert Heijn Bewust light;2559
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat margarine prod Becel Omega3 Plus;Halvarineproduct Becel Omega-3 Plus;2422
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat margarine prod Blue Band Idee;Halvarineproduct Blue Band Idee;2423
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat margarine product tub Becel Ligh;Halvarineproduct kuipje Becel Light;1839
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat margarine Twenty four Ultralight;Halvarineproduct Twenty four Ultralight;2294
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat spead Becel pro.activ light;Halvarineproduct Becel pro-activ calorie light;2934
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Low fat spread Becel pro-activ;Halvarineproduct Becel pro-activ;1956
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Mango chutne;Mango chutne;1886
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine 80% fat > 24 g sat unsalted;Margarine 80% vet > 24 g verz vetz ongezouten;2557
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine 80% fat >24 g saturates;Margarine 80% vet >24 g verz vetz;2063
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine 80% fat 17-24 g saturates;Margarine 80% vet 17-24 g verz vetz;2062
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine 80% fat 17-24g sat unsalted;Margarine 80% vet 17-24g verz vetz ongezouten;2565
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine liq 80% fat < 17g sat unsalted;Margarine vlb 80% vet< 17 g verz vetz ongezouten;2558
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine liq 80% fat <17 g saturates;Margarine vloeibaar 80% vet <17 g verz vetz;2077
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine product 60% fat <17 g sat;Margarineproduct 60% vet <17 g verz vetz ongez;2072
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine product 70% fat <17 g sat;Margarineproduct 70% vet <17 g verz vetz;2064
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine product 70% fat >17 g sat;Margarineproduct 70% vet >17 g verz vetz;2065
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine product AlbertHeijn Bewust;Margarineproduct Albert Heijn Bewust;2711
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine product liquid light;Margarineproduct vloeibaar light;2713
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine product liquid light unsalted;Margarineproduct vloeibaar light ongezouten;2712
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Margarine product tub Becel Dieet;Margarineproduct kuipje Becel Dieet;1847
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Mayonnaise;Mayonaise;451
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Mayonnaise low fat 40% oil;Halvanaise;729
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Mayonnaise product approx 35% oil;Mayonaiseproduct ca 35% olie;2471
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Mayonnaise product w olive oil;Mayonaiseproduct m olijfolie;2083
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Mayonnaise yoghurt based 25% oil;Yoghonaise;1260
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil Becel;Olie Becel-;606
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil corn;Olie mais-;312
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil corn germ;Olie maiskiem-;608
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil olive;Olie olijf-;601
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil peanut;Olie arachide-;308
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil safflower;Olie saffloer-;607
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil soya;Olie soja-;313
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil sunflower seed;Olie zonnebloem-;317
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Oil wok average;Olie wok- gem;2472
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Peanut sauce homemade w water w fat;Saus sate- huishoudelijk bereid m water m vet;1913
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Peanut sauce jar prepared;Saus sate- op basis potje bereid;616
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Peanut sauce packet prepared;Saus sate- op basis pakje bereid;1938
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Pesto;Pesto;2178
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Piccalill;Piccalill;454
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Salad cream 25% oil;Saus sla- 25% olie;458
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Salad dressing 20% oil w yogurt;Dressing sla- 20% olie m yoghurt;2667
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Salad dressing 40% oil Becel;Dressing 40% olie Becel;553
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Salad dressing honey/mustard;Dressing honing/mosterd-;2468
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Salad dressing naturel without oil;Dressing naturel z olie;844
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Salad dressing vinaigrette;Dressing vinaigrette-;2466
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Salad dressing./sauce approx 13% oil;Dressing/saus frites-/saus sla- ca 13% olie;2467
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce barbecue;Saus barbecue-;428
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce based on roux prepared;Saus op basis roux bereid;1515
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce cheese-;Saus kaas- op basis roux bereid;2419
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce Chinese soursweet home-made prep;Saus Chinese zoetzure huishoudelijk bereid;1912
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce cocktail/party/table >25% oil;Saus cocktail/party/tafel- >25% olie;2651
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce cocktail/party/table 25% oil;Saus cocktail/party/tafel- 25% olie;437
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce for chips 25% oil;Saus frites- 25% olie;465
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce for chips 35% oil;Saus frites- 35% olie;466
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce garlic 20% oil;Saus knoflook- 20% olie;2573
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce hot liquid ready made <12% fat;Saus warm vloeibaar kant-en-klaar <12% vet;2418
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce hot liquid ready made >12% fat;Saus warm vloeibaar kant-en-klaar >12% vet;2420
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce Joppie;Saus Joppie-;2611
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce mix packet <3% fat prepared;Saus op basis pakje <3% vet bereid;1517
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce mix packet >3% fat prepared;Saus op basis pakje >3% vet bereid;1518
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce oriental ready-made in jar/bag;Saus oosterse kant-en-klaar glas/zak;1803
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce tomato based shashlik;Saus schaschlik-;548
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce tomato ready made jar;Saus tomaten- kant-en-klaar glas;1524
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Sauce veg juice and milk based wo fat;Saus op basis groentenat/melk bereid z vet bereid z vet;1516
Fats, oils and savoury sauces;Vetten, oliën en hartige sauzen;Tapenade olive;Tapenade van olijven;2612
Fish;Vis;Anchovy in oil canned;Ansjovis in olie blik;1588
Fish;Vis;Bloater fried;Bokking bak- bereid;822
Fish;Vis;Caviar/cod roe;Kaviaar;1097
Fish;Vis;Cod boiled;Kabeljauw gekookt;819
Fish;Vis;Cod dried bakkeljauw;Bakkeljauw kabeljauw gedroogd;703
Fish;Vis;Cod fillet fried/simmered;Kabeljauwfilet gebakken/gestoofd;1315
Fish;Vis;Cod prepared in microwave oven;Kabeljauw bereid in magnetron z toev;1613
Fish;Vis;Cod raw;Kabeljauw rauw;820
Fish;Vis;Coquilles scallop shell St. Jacques raw;Jacobsschelpen rauw;1899
Fish;Vis;Crab in water tinned;Krab in water blik;351
Fish;Vis;Dab/lemon dab prep in microwave oven;Schar/tongschar bereid in magnetron z toev;1618
Fish;Vis;Eel prepared in microwave oven;Paling bereid in magnetron z toev;1624
Fish;Vis;Eel raw;Paling rauw;112
Fish;Vis;Eel smoked;Paling gerookt;603
Fish;Vis;Fish fat > 10 g fat raw;Vis vet >10 g vet gem rauw;116
Fish;Vis;Fish fingers fried;Vissticks gebakken;814
Fish;Vis;Fish fingers unprepared;Vissticks onbereid;815
Fish;Vis;Fish lean 0-2 g fat raw;Vis mager 0-2 g vet gem rauw;114
Fish;Vis;Fish medium fat > 2-10 g fat raw;Vis matig vet >2-10 g vet gem rauw;115
Fish;Vis;Flounder prepared in microwave oven;Bot bereid in magnetron z toev;1620
Fish;Vis;Gurnard prepared in microwave oven;Poon bereid in magnetron z toev;1621
Fish;Vis;Haddock prepared in microwave oven;Schelvis bereid in magnetron z toev;1614
Fish;Vis;Halibut smoked;Heilbot gerookt;1585
Fish;Vis;Herring fillet in tomato sauce tinned;Haringfilet in tomatensaus blik;349
Fish;Vis;Herring pickled (sweet)sour;Haring in (zoet)zuur;1100
Fish;Vis;Herring pickled w gherkin;Rolmops;2947
Fish;Vis;Herring raw;Haring pan- rauw;113
Fish;Vis;Herring salted;Haring gezouten;350
Fish;Vis;Herring smoked;Haring gerookt;1606
Fish;Vis;Kipper smoked;Bokking gerookt;347
Fish;Vis;Kippers steamed;Bokking gestoomd;1605
Fish;Vis;Liver haddock tinned;Lever schelvis- blik;356
Fish;Vis;Lobster boiled;Kreeft gekookt;352
Fish;Vis;Mackerel fillet smoked;Makreelfilet gerookt;1586
Fish;Vis;Mackerel in oil tinned;Makreel in olie blik;1609
Fish;Vis;Mackerel in water tinned;Makreel in water blik;1255
Fish;Vis;Mackerel prepared in microwave oven;Makreel bereid in magnetron z toev;1608
Fish;Vis;Mackerel raw;Makreel rauw;353
Fish;Vis;Mackerel steamed;Makreel gestoomd;604
Fish;Vis;Mussels boiled;Mosselen gekookt;111
Fish;Vis;Mussels fried;Mosselen gebakken/gefrituurd;1583
Fish;Vis;Mussels pickled;Mosselen in zuur glas;1630
Fish;Vis;Oysters;Oesters;354
Fish;Vis;Pangasius prep in microwave oven;Pangasius bereid in magnetron z toev;2765
Fish;Vis;Perch prepared in microwave oven;Baars rood- bereid in magnetron z toev;1622
Fish;Vis;Plaice boiled;Schol gekookt;918
Fish;Vis;Plaice fillet fried/simmered;Scholfilet gebakken/gestoofd;1310
Fish;Vis;Plaice fried;Schol gebakken;817
Fish;Vis;Plaice prepared in microwave oven;Schol bereid in magnetron z toev;1617
Fish;Vis;Plaice raw;Schol rauw;813
Fish;Vis;Pollack boiled;Koolvis gekookt;919
Fish;Vis;Pollack prepared in microwave oven;Koolvis bereid in magnetron z toev;1615
Fish;Vis;Pollack raw;Koolvis rauw;2296
Fish;Vis;Salmon farmed prep in microwave oven;Zalm kweek- bereid in magnetron z toev;1610
Fish;Vis;Salmon raw;Zalm rauw;1587
Fish;Vis;Salmon smoked;Zalm gerookt;1096
Fish;Vis;Salmon tinned;Zalm blik;602
Fish;Vis;Salmon trout prepared in microwave oven;Forel zalm- bereid in magnetron z toev;1612
Fish;Vis;Sardines/pilchards in oil tinned;Sardines in olie blik;355
Fish;Vis;Sea eel/conger prep in microwave oven;Paling zee- bereid in magnetron z toev;1625
Fish;Vis;Shrimps Dutch peeled boiled;Garnalen Hollandse gekookt;348
Fish;Vis;Shrimps in water tinned;Garnalen in water blik;1631
Fish;Vis;Shrimps salted dried;Garnalen gezouten gedroogd;702
Fish;Vis;Snails;Slakken wijngaard-;1101
Fish;Vis;Soft/hard roe fried;Kuit/hom gebakken;1627
Fish;Vis;Soft/hard roe from fat bloater;Kuit/hom van bokking;1628
Fish;Vis;Sole prepared in microwave oven;Tong bereid in magnetron z toev;1619
Fish;Vis;Sole raw;Tong rauw;2298
Fish;Vis;Spawn/hard roe coloured;Kuit vis- gekleurd glas;1629
Fish;Vis;Sprat fillet smoked;Sprotfilet gerookt;1607
Fish;Vis;Squid prepared in microwave oven;Inktvis pijl- bereid in magnetron z toev;1632
Fish;Vis;Squid raw;Inktvis rauw;1098
Fish;Vis;Squid rings battered deep-fried;Inktvisringen gefrituurd;1584
Fish;Vis;Stockfish soaked;Stokvis geweekt;357
Fish;Vis;Tilapia raw;Tilapia rauw;2299
Fish;Vis;Trout prepared in microwave oven;Forel bereid in magnetron z toev;1611
Fish;Vis;Tuna in oil tinned;Tonijn in olie blik;1589
Fish;Vis;Tuna in water tinned;Tonijn in water blik;1590
Fish;Vis;Tuna raw;Tonijn rauw;2297
Fish;Vis;White fish fillet in batter deep-fried;Lekkerbekje gefrituurd;818
Fish;Vis;Whiting prepared in microwave oven;Wijting bereid in magnetron z toev;1616
Fish;Vis;Wolf fish prepared in microwave oven;Zeewolf bereid in magnetron z toev;1623
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon;Bacon;641
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon fat raw;Spek vers vet rauw;343
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon lean prepared;Spek mager bereid;1391
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon lean smoked prepared;Spek rook- mager bereid;2907
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon lean smoked raw;Spek rook- mager rauw;3025
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon prepared;Spek vers vet bereid;1297
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon rasher prepared;Speklap bereid;3026
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon rasher raw;Speklap rauw;1432
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon rashers streak;Spek ontbijt-;639
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon rashers streaky grilled;Spek ontbijt- gegrild;1775
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Bacon smoked Katenspek;Spek katen-;3002
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef <10% fat prepared;Rundvlees <10 g vet bereid gem;1665
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef <5% fat raw average;Rundvlees <5 g vet rauw gem;1663
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef >10% fat prepared;Rundvlees >10 g vet bereid gem;1666
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef >5% fat raw;Rundvlees >5 g vet rauw gem;1664
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef breast boneless prepared;Runderborstlappen bereid;2902
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef breast boneless raw;Runderborstlappen rauw;3028
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef frying steak prepared;Runderbaklappen bereid;1539
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef frying steak raw;Runderbaklappen rauw;1404
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef olives prepared;Vink runder- bereid;2903
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef olives raw;Vink runder- rauw;2339
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef prime rib prepared;Runderentrecote bereid;1538
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef prime rib raw;Runderentrecote rauw;1402
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef rib prepared;Runderklapstuk bereid;1541
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef rib raw;Runderklapstuk rauw;1406
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef rib steak prepared;Runderriblappen bereid;1547
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef rib steak raw;Runderriblappen rauw;1412
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef ribeye steak prepared;Runder ribeye steak bereid;2905
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef ribeye steak raw;Runder ribeye steak rauw;3032
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef roast prepared;Runderrosbief bereid;1545
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef roast raw;Runderrosbief rauw;1410
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef rolled prepared;Runderrollade bereid;1544
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef rump steak prepared;Runderbiefstuk bereid;1536
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef rump steak raw;Runderbiefstuk rauw;1400
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef salted cooked;Pekelvlees;338
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef salted cooked Surinam;Rundvlees gezouten gekookt Surinaams;2313
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef salted dried Surinam;Rundvlees gezouten gedroogd Surinaams;699
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef salted raw Surinam;Rundvlees gezouten rauw Surinaams;698
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef shank prepared;Runderschenkel bereid;1546
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef shank raw;Runderschenkel rauw;1411
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef sirloin rolled raw;Runderrollade rauw;1409
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef smoke-dried;Runderrookvlees;340
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef steak tartare prepared;Rundertartaar bereid;1550
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef steak tartare raw;Rundertartaar rauw;1415
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef steak tartare spiced filet americ;Filet americain;810
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef stewing meat prepared;Runderpoelet bereid;1543
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef stewing meat raw;Runderpoelet rauw;1408
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef stewing steak prepared;Rundersukadelappen bereid;1549
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef stewing steak raw;Rundersukadelappen rauw;1414
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef streaked/marbled prepared;Runder doorregen lappen bereid;1548
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef streaked/marbled raw;Runder doorregen lappen rauw;1413
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef T-bone steak prepared;Runder T-bone steak bereid;2904
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef T-bone steak raw;Runder T-bone steak rauw;3033
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef tenderloin steak raw;Runderbiefstuk van de haas rauw;1401
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Beef tongue raw;Rundertong rauw;1416
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Black pudding;Worst bloed-;568
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Brains calf's raw;Kalfshersenen rauw;105
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Brawn, pork pickled in vinegar;Zult zure;1773
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken burger breaded prepared;Kipburger gepaneerd bereid;1645
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken drumstick w skin raw;Kip drumstick m vel rauw;2090
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken fillet prepared;Kipfilet bereid;1392
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken fillet raw;Kipfilet rauw;1634
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken for soup w skin raw;Kip soep- m vel rauw;1306
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken nuggets prepared in frying fat;Kipnuggets bereid in frituurvet;1644
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken nuggets prepared in oven;Kipnuggets bereid in oven;1643
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken rolled prepared;Kiprollade bereid;1641
